algorithm,n,time
quadratic,42,0.18919110298156738
quadratic,42,0.19000506401062012
quadratic,59,0.18546390533447266
quadratic,59,0.18536806106567383
quadratic,59,0.18178319931030273
quadratic,59,0.18390107154846191
quadratic,59,0.178818941116333
quadratic,84,0.18518805503845215
quadratic,84,0.1886918544769287
quadratic,84,0.18701410293579102
quadratic,84,0.1894371509552002
quadratic,84,0.18651700019836426
quadratic,118,0.1901559829711914
quadratic,118,0.18839216232299805
quadratic,118,0.19196200370788574
quadratic,118,0.19060993194580078
quadratic,118,0.19804906845092773
quadratic,167,0.18807697296142578
quadratic,167,0.1913611888885498
quadratic,167,0.1870410442352295
quadratic,167,0.19716095924377441
quadratic,167,0.19312191009521484
quadratic,235,0.19240689277648926
quadratic,235,0.19194793701171875
quadratic,235,0.2009720802307129
quadratic,235,0.18761134147644043
quadratic,235,0.20548677444458008
quadratic,332,0.21013307571411133
quadratic,332,0.22256875038146973
quadratic,332,0.23340106010437012
quadratic,332,0.21239399909973145
quadratic,332,0.21275711059570312
quadratic,468,0.22001099586486816
quadratic,468,0.20865797996520996
quadratic,468,0.22861909866333008
quadratic,468,0.21759700775146484
quadratic,468,0.2343299388885498
quadratic,660,0.22537684440612793
quadratic,660,0.2470250129699707
quadratic,660,0.23050904273986816
quadratic,660,0.22985482215881348
quadratic,660,0.2343578338623047
quadratic,931,0.22825026512145996
quadratic,931,0.23136687278747559
quadratic,931,0.23382830619812012
quadratic,931,0.23552203178405762
quadratic,931,0.25118470191955566
quadratic,1313,0.23585104942321777
quadratic,1313,0.23038291931152344
quadratic,1313,0.23821640014648438
quadratic,1313,0.2374870777130127
quadratic,1313,0.2385540008544922
quadratic,1852,0.2249009609222412
quadratic,1852,0.24714899063110352
quadratic,1852,0.2576119899749756
quadratic,1852,0.2491147518157959
quadratic,1852,0.2489948272705078
quadratic,2611,0.2778899669647217
quadratic,2611,0.24494481086730957
quadratic,2611,0.2518272399902344
quadratic,2611,0.24589920043945312
quadratic,2611,0.251878023147583
quadratic,3682,0.25981807708740234
quadratic,3682,0.24297118186950684
quadratic,3682,0.2520639896392822
quadratic,3682,0.25368499755859375
quadratic,3682,0.256580114364624
quadratic,5192,0.26021409034729004
quadratic,5192,0.2619161605834961
quadratic,5192,0.25397467613220215
quadratic,5192,0.254561185836792
quadratic,5192,0.28287386894226074
quadratic,7321,0.2979109287261963
quadratic,7321,0.30171799659729004
quadratic,7321,0.2731778621673584
quadratic,7321,0.3027341365814209
quadratic,7321,0.319857120513916
quadratic,10323,0.3385138511657715
quadratic,10323,0.3203608989715576
quadratic,10323,0.3247950077056885
quadratic,10323,0.31948089599609375
quadratic,10323,0.33400487899780273
quadratic,14556,0.3662889003753662
quadratic,14556,0.36374592781066895
quadratic,14556,0.36951231956481934
quadratic,14556,0.3709988594055176
quadratic,14556,0.37398695945739746
quadratic,20525,0.45992588996887207
quadratic,20525,0.45844197273254395
quadratic,20525,0.4588141441345215
quadratic,20525,0.45336484909057617
quadratic,20525,0.4597451686859131
quadratic,28940,0.6591081619262695
quadratic,28940,0.6299738883972168
quadratic,28940,0.6275079250335693
quadratic,28940,0.6837339401245117
quadratic,28940,0.6138112545013428
quadratic,40805,0.9381828308105469
quadratic,40805,0.9629340171813965
quadratic,40805,0.9561150074005127
quadratic,40805,0.9872572422027588
quadratic,40805,0.9712419509887695
quadratic,57536,1.5371589660644531
quadratic,57536,2.255474805831909
quadratic,57536,1.5351958274841309
quadratic,57536,1.4664499759674072
quadratic,57536,1.4941649436950684
quadratic,81126,2.714918851852417
quadratic,81126,2.6868553161621094
quadratic,81126,2.662601947784424
quadratic,81126,2.637946844100952
quadratic,81126,2.746495008468628
quadratic,114387,4.975521087646484
quadratic,114387,5.0054612159729
quadratic,114387,4.89434289932251
quadratic,114387,4.910216808319092
quadratic,114387,4.9429402351379395
quadratic,161286,9.375367879867554
quadratic,161286,9.337431192398071
quadratic,161286,9.374041080474854
quadratic,161286,9.314495086669922
quadratic,161286,9.455335140228271
hashmap,30,0.19246697425842285
hashmap,30,0.18226099014282227
hashmap,30,0.18633294105529785
hashmap,30,0.17631101608276367
hashmap,30,0.17893290519714355
hashmap,42,0.18398284912109375
hashmap,42,0.18505406379699707
hashmap,42,0.18688201904296875
hashmap,42,0.1818239688873291
hashmap,42,0.1882638931274414
hashmap,59,0.19101309776306152
hashmap,59,0.20606398582458496
hashmap,59,0.19082403182983398
hashmap,59,0.18230819702148438
hashmap,59,0.18784570693969727
hashmap,84,0.19251394271850586
hashmap,84,0.19088411331176758
hashmap,84,0.1915748119354248
hashmap,84,0.18655991554260254
hashmap,84,0.18695807456970215
hashmap,118,0.19523096084594727
hashmap,118,0.22976183891296387
hashmap,118,0.1861419677734375
hashmap,118,0.19446516036987305
hashmap,118,0.21221303939819336
hashmap,167,0.25255775451660156
hashmap,167,0.2287461757659912
hashmap,167,0.19997596740722656
hashmap,167,0.19640398025512695
hashmap,167,0.20826411247253418
hashmap,235,0.24889922142028809
hashmap,235,0.23606276512145996
hashmap,235,0.22360920906066895
hashmap,235,0.2236778736114502
hashmap,235,0.19241809844970703
hashmap,332,0.20818710327148438
hashmap,332,0.2041919231414795
hashmap,332,0.2195577621459961
hashmap,332,0.23355603218078613
hashmap,332,0.23296189308166504
hashmap,468,0.2559220790863037
hashmap,468,0.2509419918060303
hashmap,468,0.254810094833374
hashmap,468,0.22904586791992188
hashmap,468,0.22051382064819336
hashmap,660,0.22497892379760742
hashmap,660,0.2299518585205078
hashmap,660,0.2760748863220215
hashmap,660,0.23331928253173828
hashmap,660,0.2237088680267334
hashmap,931,0.22812509536743164
hashmap,931,0.2290661334991455
hashmap,931,0.22680187225341797
hashmap,931,0.231766939163208
hashmap,931,0.2384958267211914
hashmap,1313,0.23831605911254883
hashmap,1313,0.24190616607666016
hashmap,1313,0.2360999584197998
hashmap,1313,0.24856281280517578
hashmap,1313,0.23831892013549805
hashmap,1852,0.2545127868652344
hashmap,1852,0.26746606826782227
hashmap,1852,0.2538731098175049
hashmap,1852,0.25317931175231934
hashmap,1852,0.25633835792541504
hashmap,2611,0.3031947612762451
hashmap,2611,0.29659318923950195
hashmap,2611,0.29418301582336426
hashmap,2611,0.29733705520629883
hashmap,2611,0.28124284744262695
hashmap,3682,0.32549405097961426
hashmap,3682,0.3649258613586426
hashmap,3682,0.33839988708496094
hashmap,3682,0.34728503227233887
hashmap,3682,0.34355688095092773
hashmap,5192,0.4587721824645996
hashmap,5192,0.46779298782348633
hashmap,5192,0.526148796081543
hashmap,5192,0.4679250717163086
hashmap,5192,0.4935727119445801
hashmap,7321,0.6025888919830322
hashmap,7321,0.5958302021026611
hashmap,7321,0.5949380397796631
hashmap,7321,0.5950961112976074
hashmap,7321,0.5988690853118896
hashmap,10323,0.9583878517150879
hashmap,10323,0.9649491310119629
hashmap,10323,1.015355110168457
hashmap,10323,0.968228816986084
hashmap,10323,0.958582878112793
hashmap,14556,1.3035240173339844
hashmap,14556,1.3269293308258057
hashmap,14556,1.3198630809783936
hashmap,14556,1.3240330219268799
hashmap,14556,1.3246970176696777
hashmap,20525,2.7429580688476562
hashmap,20525,2.8036539554595947
hashmap,20525,2.7544710636138916
hashmap,20525,2.8015201091766357
hashmap,20525,2.8094441890716553
hashmap,28940,4.538614749908447
hashmap,28940,4.324963808059692
hashmap,28940,4.423107147216797
hashmap,28940,4.277145862579346
hashmap,28940,4.311822891235352
hashmap,40805,10.34763479232788
hashmap,40805,10.21556806564331
hashmap,40805,10.634139776229858
hashmap,40805,10.63544487953186
hashmap,40805,11.383858919143677
hashmap,57536,16.990631818771362
hashmap,57536,17.249706029891968
hashmap,57536,17.439242839813232
hashmap,57536,18.843837022781372
hashmap,57536,18.0820951461792
